RFC,Patente,Sección Aduanera,Número Pedimento,Tipo Operación,Clave Documento,Fecha Pago Real,Secuencia Fracción,Fracción,Subdivisión Fracción (NICO),Descripción Mercancía,Padrón,Tipo,Sector,Fecha DOF,Número Pedimento Anterior,Documento Anterior,Fecha Operación Anterior
SVD000317AH4,3711,480,1007119,1,A1,2021-07-13,1,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1007119,1,A1,2021-07-13,1,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1007119,1,A1,2021-07-13,1,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1007907,1,A1,2021-07-30,2,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1007907,1,A1,2021-07-30,2,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1007907,1,A1,2021-07-30,2,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1007907,1,A1,2021-07-30,2,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1007907,1,A1,2021-07-30,2,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1007907,1,A1,2021-07-30,2,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1007907,1,A1,2021-07-30,2,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1007907,1,A1,2021-07-30,2,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1020267,1,A1,2021-11-17,1,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1020267,1,A1,2021-11-17,1,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1020267,1,A1,2021-11-17,1,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1020267,1,A1,2021-11-17,1,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1020267,1,A1,2021-11-17,1,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1020267,1,A1,2021-11-17,1,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1020267,1,A1,2021-11-17,1,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1020267,1,A1,2021-11-17,1,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1021587,1,A1,2021-12-23,1,59119099,	99,CINTAS DE LIMPIEZA,11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1021587,1,A1,2021-12-23,1,59119099,	99,CINTAS DE LIMPIEZA,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1021587,1,A1,2021-12-23,1,59119099,	99,CINTAS DE LIMPIEZA,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1021587,1,A1,2021-12-23,1,59119099,	99,CINTAS DE LIMPIEZA,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1021587,1,A1,2021-12-23,1,59119099,	99,CINTAS DE LIMPIEZA,11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1021587,1,A1,2021-12-23,1,59119099,	99,CINTAS DE LIMPIEZA,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1021587,1,A1,2021-12-23,1,59119099,	99,CINTAS DE LIMPIEZA,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1021587,1,A1,2021-12-23,1,59119099,	99,CINTAS DE LIMPIEZA,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1020221,1,A1,2021-11-12,1,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANA FILTRANTE),11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1020221,1,A1,2021-11-12,1,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANA FILTRANTE),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1020221,1,A1,2021-11-12,1,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANA FILTRANTE),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1020221,1,A1,2021-11-12,1,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANA FILTRANTE),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1020221,1,A1,2021-11-12,1,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANA FILTRANTE),11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1020221,1,A1,2021-11-12,1,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANA FILTRANTE),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1020221,1,A1,2021-11-12,1,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANA FILTRANTE),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1020221,1,A1,2021-11-12,1,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANA FILTRANTE),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1006920,1,A1,2021-07-07,1,59119099,	99,CINTAS DE LIMPIEZA,11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1006920,1,A1,2021-07-07,1,59119099,	99,CINTAS DE LIMPIEZA,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1006920,1,A1,2021-07-07,1,59119099,	99,CINTAS DE LIMPIEZA,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1006920,1,A1,2021-07-07,1,59119099,	99,CINTAS DE LIMPIEZA,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1006920,1,A1,2021-07-07,1,59119099,	99,CINTAS DE LIMPIEZA,11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1006920,1,A1,2021-07-07,1,59119099,	99,CINTAS DE LIMPIEZA,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1006920,1,A1,2021-07-07,1,59119099,	99,CINTAS DE LIMPIEZA,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1006920,1,A1,2021-07-07,1,59119099,	99,CINTAS DE LIMPIEZA,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1018921,1,A1,2021-10-18,1,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1018921,1,A1,2021-10-18,1,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1018921,1,A1,2021-10-18,1,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1018921,1,A1,2021-10-18,1,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1018921,1,A1,2021-10-18,1,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1018921,1,A1,2021-10-18,1,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1018921,1,A1,2021-10-18,1,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1018921,1,A1,2021-10-18,1,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1011464,1,A1,2021-02-23,1,59119099,	99,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1011464,1,A1,2021-02-23,1,59119099,	99,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1011464,1,A1,2021-02-23,1,59119099,	99,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1011464,1,A1,2021-02-23,1,59119099,	99,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1011464,1,A1,2021-02-23,1,59119099,	99,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1011464,1,A1,2021-02-23,1,59119099,	99,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1011464,1,A1,2021-02-23,1,59119099,	99,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1011464,1,A1,2021-02-23,1,59119099,	99,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1020369,1,A1,2021-11-19,1,59119099,	99,CINTAS DE LIMPIEZA,11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1020369,1,A1,2021-11-19,1,59119099,	99,CINTAS DE LIMPIEZA,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1020369,1,A1,2021-11-19,1,59119099,	99,CINTAS DE LIMPIEZA,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1020369,1,A1,2021-11-19,1,59119099,	99,CINTAS DE LIMPIEZA,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1020369,1,A1,2021-11-19,1,59119099,	99,CINTAS DE LIMPIEZA,11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1020369,1,A1,2021-11-19,1,59119099,	99,CINTAS DE LIMPIEZA,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1020369,1,A1,2021-11-19,1,59119099,	99,CINTAS DE LIMPIEZA,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1020369,1,A1,2021-11-19,1,59119099,	99,CINTAS DE LIMPIEZA,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1013881,1,A1,2021-04-21,1,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1013881,1,A1,2021-04-21,1,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1013881,1,A1,2021-04-21,1,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1013881,1,A1,2021-04-21,1,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1013881,1,A1,2021-04-21,1,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1013881,1,A1,2021-04-21,1,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1013881,1,A1,2021-04-21,1,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1013881,1,A1,2021-04-21,1,59119099,	02,ARTICULO TEXTIL DE USO TECNICO (MEMBRANAS PARA FILTRADO),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1012621,1,A1,2021-03-26,9,61169201,	00,GUANTES DE ALGODON,11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1012621,1,A1,2021-03-26,9,61169201,	00,GUANTES DE ALGODON,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1012621,1,A1,2021-03-26,9,61169201,	00,GUANTES DE ALGODON,11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1012621,1,A1,2021-03-26,9,61169201,	00,GUANTES DE ALGODON,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1016900,1,A1,2021-08-31,2,61169201,	00,GUANTES DE ALGODON DE PUNTO,11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1016900,1,A1,2021-08-31,2,61169201,	00,GUANTES DE ALGODON DE PUNTO,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1016900,1,A1,2021-08-31,2,61169201,	00,GUANTES DE ALGODON DE PUNTO,11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1016900,1,A1,2021-08-31,2,61169201,	00,GUANTES DE ALGODON DE PUNTO,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1013720,1,A1,2021-04-21,2,61169201,	00,GUANTES,11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1013720,1,A1,2021-04-21,2,61169201,	00,GUANTES,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1013720,1,A1,2021-04-21,2,61169201,	00,GUANTES,11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1013720,1,A1,2021-04-21,2,61169201,	00,GUANTES,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1015555,1,A1,2021-06-08,2,62160001,	00,GUANTES DE ALGODON,11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1015555,1,A1,2021-06-08,2,62160001,	00,GUANTES DE ALGODON,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1015555,1,A1,2021-06-08,2,62160001,	00,GUANTES DE ALGODON,11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1015555,1,A1,2021-06-08,2,62160001,	00,GUANTES DE ALGODON,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1013927,1,A1,2021-04-29,1,62171001,	99,CINTA DE ALGODON,11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1013927,1,A1,2021-04-29,1,62171001,	99,CINTA DE ALGODON,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1013927,1,A1,2021-04-29,1,62171001,	99,CINTA DE ALGODON,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1013927,1,A1,2021-04-29,1,62171001,	99,CINTA DE ALGODON,11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1013927,1,A1,2021-04-29,1,62171001,	99,CINTA DE ALGODON,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1013927,1,A1,2021-04-29,1,62171001,	99,CINTA DE ALGODON,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1015369,1,IN,2021-06-07,2,63071001,	00,PAÑOS PARA LIMPIEZA,11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1015369,1,IN,2021-06-07,1,63071001,	00,PAÑOS PARA LIMPIEZA,11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1015369,1,IN,2021-06-07,3,63071001,	00,PAÑOS PARA LIMPIEZA,11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1015369,1,IN,2021-06-07,2,63071001,	00,PAÑOS PARA LIMPIEZA,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1015369,1,IN,2021-06-07,1,63071001,	00,PAÑOS PARA LIMPIEZA,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1015369,1,IN,2021-06-07,3,63071001,	00,PAÑOS PARA LIMPIEZA,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1015369,1,IN,2021-06-07,2,63071001,	00,PAÑOS PARA LIMPIEZA,11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1015369,1,IN,2021-06-07,1,63071001,	00,PAÑOS PARA LIMPIEZA,11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1015369,1,IN,2021-06-07,3,63071001,	00,PAÑOS PARA LIMPIEZA,11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1015369,1,IN,2021-06-07,2,63071001,	00,PAÑOS PARA LIMPIEZA,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1015369,1,IN,2021-06-07,1,63071001,	00,PAÑOS PARA LIMPIEZA,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1015369,1,IN,2021-06-07,3,63071001,	00,PAÑOS PARA LIMPIEZA,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1020120,1,A1,2021-11-11,1,63079099,	00,CUBREBOCAS (TEXTIL),11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1020120,1,A1,2021-11-11,1,63079099,	00,CUBREBOCAS (TEXTIL),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1020120,1,A1,2021-11-11,1,63079099,	00,CUBREBOCAS (TEXTIL),11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1020120,1,A1,2021-11-11,1,63079099,	00,CUBREBOCAS (TEXTIL),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1013606,1,A1,2021-04-09,1,63079099,	00,CUBRE BOCAS (TEXTIL),11,A,11.- Textil y Confección.,,3711-1013562-480,A1,2021-04-09
SVD000317AH4,3711,480,1013606,1,A1,2021-04-09,1,63079099,	00,CUBRE BOCAS (TEXTIL),11,A,Sector 11.- Textil y Confección.,24/12/2020,3711-1013562-480,A1,2021-04-09
SVD000317AH4,3711,480,1013606,1,A1,2021-04-09,1,63079099,	00,CUBRE BOCAS (TEXTIL),11,A,11.- Textil y Confección.,,3711-1013562-480,A1,2021-04-09
SVD000317AH4,3711,480,1013606,1,A1,2021-04-09,1,63079099,	00,CUBRE BOCAS (TEXTIL),11,A,Sector 11.- Textil y Confección.,24/12/2020,3711-1013562-480,A1,2021-04-09
SVD000317AH4,3711,480,1021303,1,A1,2021-12-14,1,63079099,	00,CUBRE BOCAS (TEXTIL),11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1021303,1,A1,2021-12-14,1,63079099,	00,CUBRE BOCAS (TEXTIL),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1021303,1,A1,2021-12-14,1,63079099,	00,CUBRE BOCAS (TEXTIL),11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1021303,1,A1,2021-12-14,1,63079099,	00,CUBRE BOCAS (TEXTIL),11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1016817,1,A1,2021-09-02,1,63079099,	00,CUBREBOCAS,11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1016817,1,A1,2021-09-02,1,63079099,	00,CUBREBOCAS,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1016817,1,A1,2021-09-02,1,63079099,	00,CUBREBOCAS,11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1016817,1,A1,2021-09-02,1,63079099,	00,CUBREBOCAS,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1015555,1,A1,2021-06-08,3,63079099,	00,CUBREBOCAS,11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1015555,1,A1,2021-06-08,3,63079099,	00,CUBREBOCAS,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1015555,1,A1,2021-06-08,3,63079099,	00,CUBREBOCAS,11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1015555,1,A1,2021-06-08,3,63079099,	00,CUBREBOCAS,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1016381,1,IN,2021-08-20,1,63079099,	00,CUBREBOCAS,11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1016381,1,IN,2021-08-20,1,63079099,	00,CUBREBOCAS,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1016381,1,IN,2021-08-20,1,63079099,	00,CUBREBOCAS,11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1016381,1,IN,2021-08-20,1,63079099,	00,CUBREBOCAS,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1016664,1,A1,2021-08-30,1,63079099,	00,CUBREBOCAS,11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1016664,1,A1,2021-08-30,1,63079099,	00,CUBREBOCAS,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1016664,1,A1,2021-08-30,1,63079099,	00,CUBREBOCAS,11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1016664,1,A1,2021-08-30,1,63079099,	00,CUBREBOCAS,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3694,640,1008948,1,A1,2021-08-30,2,63079099,	00,CINCHOS DE VELCRO,11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3694,640,1008948,1,A1,2021-08-30,1,63079099,	00,CINCHOS DE VELCRO,11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3694,640,1008948,1,A1,2021-08-30,2,63079099,	00,CINCHOS DE VELCRO,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3694,640,1008948,1,A1,2021-08-30,1,63079099,	00,CINCHOS DE VELCRO,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3694,640,1008948,1,A1,2021-08-30,2,63079099,	00,CINCHOS DE VELCRO,11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3694,640,1008948,1,A1,2021-08-30,1,63079099,	00,CINCHOS DE VELCRO,11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3694,640,1008948,1,A1,2021-08-30,2,63079099,	00,CINCHOS DE VELCRO,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3694,640,1008948,1,A1,2021-08-30,1,63079099,	00,CINCHOS DE VELCRO,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1011091,1,A1,2021-02-04,1,63079099,	00,SUJETACABLES DE MATERIA TEXTIL,11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1007035,1,IN,2021-07-07,1,63079099,	00,TOALLA PARA LIMPIEZA A BASE DE POLIESTER,11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1011091,1,A1,2021-02-04,1,63079099,	00,SUJETACABLES DE MATERIA TEXTIL,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1007035,1,IN,2021-07-07,1,63079099,	00,TOALLA PARA LIMPIEZA A BASE DE POLIESTER,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1011091,1,A1,2021-02-04,1,63079099,	00,SUJETACABLES DE MATERIA TEXTIL,11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1007035,1,IN,2021-07-07,1,63079099,	00,TOALLA PARA LIMPIEZA A BASE DE POLIESTER,11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1011091,1,A1,2021-02-04,1,63079099,	00,SUJETACABLES DE MATERIA TEXTIL,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1007035,1,IN,2021-07-07,1,63079099,	00,TOALLA PARA LIMPIEZA A BASE DE POLIESTER,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
SVD000317AH4,3711,480,1016900,1,A1,2021-08-31,3,63079099,	00,CUBREBOCAS,11,A,11.- Textil y Confección.,,,,
SVD000317AH4,3711,480,1016900,1,A1,2021-08-31,3,63079099,	00,CUBREBOCAS,11,A,Sector 11.- Textil y Confección.,24/12/2020,,,
